participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P00240,Сауле,Темирбеков,F,15,10,Северо-Казахстанская область,Заречный район,Школа №3,kk,single,61.8,False,,eliminated
P00241,Наргиз,Алиев,F,16,10,Карагандинская область,Северный район,Школа №2,kk,full,43.1,False,,eliminated
P00242,Камила,Тулегенов,F,10,4,Улытауская область,Сельский район,Школа №5,kk,single,47.3,False,,eliminated
P00243,Алина,Сериков,F,14,9,Жетысуская область,Заречный район,Школа №2,kk,full,62.6,False,,eliminated
P00244,Динара,Нурланов,F,16,9,Алматинская область,Центральный район,Школа №2,kk,full,68.0,True,72.9,finalist
P00245,Жансая,Нурланов,F,11,6,Северо-Казахстанская область,Сельский район,Школа №5,kk,full,37.0,False,,eliminated
P00246,Андрей,Петров,M,17,10,Атырауская область,Южный район,Школа №4,ru,full,50.0,False,,eliminated
P00247,Олжас,Кадыров,M,10,4,Актюбинская область,Южный район,Школа №1,kk,full,47.9,False,,eliminated
P00248,Гульнара,Тулегенов,F,14,8,Восточно-Казахстанская область,Западный район,Школа №5,kk,full,45.2,False,,eliminated
P00249,Нурлан,Нурланов,M,14,8,Абайская область,Заречный район,Школа №2,kk,full,81.5,True,74.8,finalist
P00250,Алина,Сатпаев,F,14,8,Алматинская область,Сельский район,Школа №2,kk,full,61.1,False,,eliminated
P00251,Михаил,Попов,M,11,5,г. Шымкент,Восточный район,Школа №5,ru,single,30.1,False,,eliminated
P00252,Елена,Волкова,F,11,5,г. Астана,Центральный район,Школа №3,ru,full,68.8,True,58.5,finalist
P00253,Жаныбек,Нурланов,M,13,6,г. Шымкент,Северный район,Школа №4,kk,full,86.8,True,59.4,finalist
P00254,Полина,Смирнова,F,17,10,Туркестанская область,Южный район,Школа №3,ru,full,70.5,True,47.2,finalist
P00255,Арман,Бекенов,M,14,8,Мангистауская область,Западный район,Школа №4,kk,full,32.2,False,,eliminated
P00256,Алина,Сатпаев,F,10,4,Абайская область,Сельский район,Школа №3,kk,full,47.7,False,,eliminated
P00257,Рамазан,Тулегенов,M,16,10,Улытауская область,Центральный район,Школа №3,kk,full,74.0,True,60.1,finalist
P00258,Ольга,Морозова,F,12,7,Жамбылская область,Восточный район,Школа №2,ru,full,44.4,False,,eliminated
P00259,Максим,Петров,M,17,10,Жетысуская область,Северный район,Школа №5,ru,full,61.7,False,,eliminated
P00260,Бауыржан,Бекенов,M,15,9,Акмолинская область,Западный район,Школа №3,kk,full,66.6,True,89.3,finalist
P00261,Дана,Тулегенов,F,17,11,Алматинская область,Северный район,Школа №4,kk,single,35.1,False,,eliminated
P00262,Владислав,Смирнов,M,15,8,Костанайская область,Сельский район,Школа №4,ru,full,54.1,False,,eliminated
P00263,Алина,Касенов,F,16,10,Актюбинская область,Восточный район,Школа №3,kk,full,6.4,False,,eliminated
P00264,Алина,Маратов,F,17,10,Северо-Казахстанская область,Заречный район,Школа №3,kk,full,39.6,False,,eliminated
P00265,Ольга,Соколова,F,16,9,Костанайская область,Сельский район,Школа №5,ru,single,45.2,False,,eliminated
P00266,Анастасия,Иванова,F,10,4,Алматинская область,Заречный район,Школа №4,ru,full,36.3,False,,eliminated
P00267,Владислав,Смирнов,M,11,5,Карагандинская область,Северный район,Школа №3,ru,full,79.5,True,78.1,finalist
P00268,Артём,Иванов,M,13,8,Мангистауская область,Заречный район,Школа №2,ru,single,27.5,False,,eliminated
P00269,Арман,Сатпаев,M,10,4,Жетысуская область,Западный район,Школа №1,kk,single,42.4,False,,eliminated
P00270,Аружан,Абилов,F,11,5,Актюбинская область,Северный район,Школа №1,kk,single,51.0,False,,eliminated
P00271,Артём,Смирнов,M,15,9,Актюбинская область,Западный район,Школа №5,ru,full,76.6,True,80.5,finalist
P00272,Кирилл,Волков,M,11,6,Северо-Казахстанская область,Сельский район,Школа №1,ru,full,33.5,False,,eliminated
P00273,Иван,Смирнов,M,16,9,Жетысуская область,Южный район,Школа №2,ru,single,66.4,True,50.6,finalist
P00274,Александр,Соколов,M,16,10,Жамбылская область,Западный район,Школа №2,ru,full,55.2,False,,eliminated
P00275,Екатерина,Новикова,F,10,5,Мангистауская область,Центральный район,Школа №5,ru,single,34.3,False,,eliminated
P00276,Томирис,Нурланов,F,16,11,Кызылординская область,Западный район,Школа №4,kk,full,61.9,False,,eliminated
P00277,Айдар,Темирбеков,M,16,10,Мангистауская область,Западный район,Школа №5,kk,single,52.0,False,,eliminated
P00278,Шынгыс,Алиев,M,17,11,Западно-Казахстанская область,Центральный район,Школа №5,kk,full,46.0,False,,eliminated
P00279,Алихан,Жумабеков,M,10,5,Павлодарская область,Заречный район,Школа №2,kk,single,50.0,False,,eliminated
P00280,Айдар,Жумабеков,M,16,10,Восточно-Казахстанская область, Центральный район ,Школа №2,kk,full,49.2,False,,eliminated
P00281,Дамир,Алиев,M,15,10,Кызылординская область,Северный район,Школа №3,kk,single,50.7,False,,eliminated
P00282,Дмитрий,Морозов,M,15,9,Актюбинская область,Южный район,Школа №5,ru,full,64.9,False,,eliminated
P00283,Тимур,Алиев,M,16,11,Кызылординская область,Северный район,Школа №1,kk,full,78.8,True,77.3,finalist
P00284,Айгерим,Бекенов,F,11,6,Акмолинская область,Восточный район,Школа №2,kk,full,36.4,False,,eliminated
