participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P00294,Максим,Волков,M,г. Шымкент,Северный район,Школа №2,ru,full,67.7,True
P00295,Эльмира,Нурланов,F,Костанайская область,Восточный район,Школа №5,kk,full,60.4,False
P00296,Владислав,Новиков,M,Костанайская область,Северный район,Школа №3,ru,full,44.6,False
P00297,Томирис,Бекенов,F,Костанайская область,Восточный район,Школа №4,kk,full,68.5,True
P00298,Сауле,Алиев,F,г. Алматы,Центральный район,Школа №4,kk,single,53.6,False
P00299,Андрей,Лебедев,M,Туркестанская область,Северный район,Школа №2,ru,full,67.2,True
P00300,Жаныбек,Сериков,M,Северо-Казахстанская область,Западный район,Школа №4,kk,full,64.4,False
P00301,Мария,Морозова,F,Акмолинская область,Сельский район,Школа №5,ru,full,42.6,False
P00302,Гульнара,Касенов,F,Кызылординская область,Северный район,Школа №1,kk,full,46.6,False
P00303,Динара,Нурланов,F,Алматинская область,Центральный район,Школа №2,kk,full,66.2,True
P00304,Томирис,Бекенов,F,Северо-Казахстанская область,Южный район,Школа №5,kk,full,64.2,False
P00305,Максим,Петров,M,Карагандинская область,Восточный район,Школа №1,ru,full,54.7,False
P00306,Дария,Кадыров,F,Северо-Казахстанская область,Сельский район,Школа №4,kk,full,56.8,False
P00307,Максим,Попов,M,Актюбинская область,Южный район,Школа №1,ru,full,74.2,True
P00308,Аян,Маратов,M,Жетысуская область,Западный район,Школа №2,kk,full,46.1,False
P00309,Жаныбек,Касенов,M,Восточно-Казахстанская область,Северный район,Школа №4,kk,full,63.2,False
P00310,Ольга,Волкова,F,Павлодарская область, Восточный район ,Школа №2,ru,full,52.0,False
P00311,Анна,Волкова,F,Алматинская область,Сельский район,Школа №2,ru,full,51.7,False
P00312,Рамазан,Тулегенов,M,Костанайская область,Западный район,Школа №4,kk,full,71.5,True
P00313,Никита,Смирнов,M,Карагандинская область,Западный район,Школа №2,ru,full,67.4,True
P00314,Ержан,Маратов,M,Атырауская область,Западный район,Школа №5,kk,full,67.2,True
P00315,Темирлан,Маратов,M,Восточно-Казахстанская область,Западный район,Школа №3,kk,full,74.6,True
P00316,Айдар,Кадыров,M,Абайская область,Восточный район,Школа №4,kk,single,49.3,False
P00317,Наргиз,Нурланов,F,Северо-Казахстанская область,Восточный район,Школа №5,kk,full,65.2,False
P00318,Дана,Бекенов,F,г. Алматы,Южный район,Школа №4,kk,full,50.3,False
P00319,Сабина,Сериков,F,г. Астана,Центральный район,Школа №5,kk,single,53.9,False
P00320,Александр,Новиков,M,г. Алматы,Северный район,Школа №1,ru,single,47.0,False
P00321,Айдана,Абилов,F,Западно-Казахстанская область,Южный район,Школа №1,kk,full,56.5,False
P00322,Екатерина,Кузнецова,F,г. Астана,Заречный район,Школа №5,ru,full,63.9,False
P00323,Бауыржан,Бекенов,M,Акмолинская область,Западный район,Школа №3,kk,full,42.7,False
P00324,Дмитрий,Соколов,M,г. Астана,Южный район,Школа №5,ru,single,80.4,True
